Country,State,County,Payam,HF,DHIS2 ID,Health Facility,HF Level,Colours,Block,LOT
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Mangar Tong Payam,Wonyjok PHCC,lF98KiI8hMB,Wonyjok PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Lakes State,Yirol West County,Mapuordit Payam,Wouwou PHCU,NFLWpUIkRuv,Wouwou PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Longochuk County,Wudier Payam,Wudier PHCU,lVlAK0jRQIL,Wudier PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Lainya County,Wuji Payam,Wuji PHCU,CL7iYl3LpsI,Wuji PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Lakes State,Wulu County,Wulu Payam,Wulu PHCC,kXKsbxxXkgm,Wulu PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Lakes State,Rumbek North County,Wun-rieng Payam,Wun-rieng PHCU,kWqygr0MVjm,Wun-rieng PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Upper Nile State,Baliet County,Abwong Payam,Wunbut PHCU,DXHjlSohTm3,Wunbut PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Abyei Administrative Area,Abyei County,Rumamer Payam,Wunchuei PHCU,bAS6c9LONYj,Wunchuei PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Warrap State,Tonj East County,Paliang Payam,Wuncuai PHCU,NxS5CPHZBFT,Wuncuai PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil South County,Gakrol Payam,Wuncum PHCU,DeMB1mWiKt2,Wuncum PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil West County,Ayat Center Payam,Wungiir PHCU,AKzIHfRAJd1,Wungiir PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Maiwut County,Jotome Payam,Wunkir PHCU,PnPPbsMRxQ2,Wunkir PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Wunlang Payam,Wunlang PHCU,NUkMCVImLLm,Wunlang PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj East County,Wun-liit Payam,Wunlit PHCU,qJGiZ9u7fkr,Wunlit PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Abyei Administrative Area,Abyei County,Mijak Payam,Wunpeth PHCU,tfDT2osuSPL,Wunpeth PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Warrap State,Twic County,Wunrok Payam,Wunrok PHCC,Qmdx9gmBVl3,Wunrok PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Nzara County,Nzara Centre Payam,Yabongo PHCU,EN3U6c5beKD,Yabongo PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Equatoria State,Nzara County,Nzara Centre Payam,Yabuwa PHCU,CTNx9a6PH9Y,Yabuwa PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Yambio County,Yambio Town Payam,Yambio PHCC,mfcgx67KOiG,Yambio PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Yambio County,Yambio Town Payam,Yambio State HOSPITAL,Kl8l29Akoma,Yambio State HOSPITAL,  State Hospital,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Ezo County,Yangiri Payam,Yangiri PHCC,C3962wRGOWj,Yangiri PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ezo County,Yangiri Payam,Yangura PHCU,EghYlLEs94x,Yangura PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Yargot Payam,Yargot PHCU,uzeUTcdZBHZ,Yargot PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Yei County,Yei Town Payam,Yei Civil Hospital,gUA5oNiYY1P,Yei Civil Hospital,   County Hospital,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mvolo County,Yeri Payam,Yeri PHCC,wFUxwMMGQKb,Yeri PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Ruweng Administrative Area,Pariang County,Werthen Payam,Yida Centre A PHCC,c2GUXeWVXcV,Yida Centre A PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Jonglei State,Akobo County,Barmach Payam,Yidit PHCU,MeNDM6EMzR1,Yidit PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Gogrial East County,Pathuon East Payam,Yiik Adoor PHCU,IHkvw27OAgp,Yiik Adoor PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Ulang County,Doma Payam,Ying PHCU,l8svCcsn6gy,Ying PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Lakes State,Yirol West County,Abang Payam,Yirol County Hospital,VmPnvY9k6lB,Yirol County Hospital,   County Hospital,Green,#REF!,#REF!
South Sudan,Unity State,Rubkona County,Rubkotne Payam,Yoanyang PHCU,Wj94IAAX37d,Yoanyang PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Upper Nile State,Ulang County,Yomding Payam,Yomding PHCC,zzZPDtQYTnW,Yomding PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Lainya County,Mukaya Payam,Yondoru PHCU,eWmgMGGpH2g,Yondoru PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Ibba County,Madebe Payam,Yosia PHCU,l57VkwEzb5k,Yosia PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Jonglei State,Uror County,Payai Payam,Yuai PHCC,DmuRhK9sGTb,Yuai PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Upper Nile State,Maban County,Jinkuata Payam,Yusuf Batil PHCC,FXqli6bmcXr,Yusuf Batil PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Upper Nile State,Maban County,Jinkuata Payam,Yusuf Batil PHCU,aniRaOinHpr,Yusuf Batil PHCU,   PHCU,Green,#REF!,#REF!
