Country,State,County,Payam,HF,DHIS2 ID,Health Facility,HF Level,Colours,Block,LOT
South Sudan,Northern Bahr El Ghazal State,Aweil West County,Achana Payam,Majook Dengdit PHCU,rvNSFdiOVDk,Majook Dengdit PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Twic County,Aweeng Payam,Majook Noon PHCC,XTUQhh6GaXv,Majook Noon PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Kpaile Payam,Maju PHCU,YmpyyEo85Ca,Maju PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Central Equatoria State,Terekeka County,Reggo Payam,Makamagor PHCU,Qn2uhg8nWyz,Makamagor PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Lakes State,Rumbek East County,Cueicok Payam,Makembele PHCU,dP5cG3hkl67,Makembele PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil West County,Mariem West Payam,Maker PHCU,LDmdIq5ME0m,Maker PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Terekeka County,Tali Payam,Makido PHCU,Yhbq9nRwiex,Makido PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Bor South County,Baidit Payam,Makol-Cuei PHCU,qxcEdRi9g1s,Makol-Cuei PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Lakes State,Wulu County,Bargel Payam,Makor PHCU,NlhMUHc5xmu,Makor PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil North County,Malual East Payam,Makuac Akech PHCU,J2JdIVAH6wP,Makuac Akech PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Warrap State,Tonj East County,Makuac Payam,Makuac PHCU,XNfj0Fqq95Z,Makuac PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil South County,Tar-Weng Payam,Makuei Alel PHCU,duwMretkQYS,Makuei Alel PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil West County,Mariem East Payam,Makuoc PHCU,lxPnDCZhQti,Makuoc PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Upper Nile State,Malakal County,Central Malakal Payam,Malakal Teaching HOSPITAL,QjlA8Qc4L28,Malakal Teaching HOSPITAL, Teaching Hospital,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Kator Payam,Malakia PHCC,k10XhHM14iG,Malakia PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Baach Payam,Malek Bol PHCU,dk6I2iEGtWw,Malek Bol PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Lakes State,Yirol East County,Malek Payam (Yirol E),Malek PHCC,mUdOVavWeMp,Malek PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Upper Nile State,Luakpiny/Nasir County,Kuerenge-ke Payam,Malek PHCU,pU7QlLLLcg5,Malek PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Maiwut County,Olang Payam,Malek PHCU,a6gzTsixFLv,Malek PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Bor South County,Kolnyang Payam,Malek PHCU,DLehMA62jkM,Malek PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Gogrial West County,Kuac North Payam,Malek PHCU,mwykuIOrx8a,Malek PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Lakes State,Rumbek Centre County,Malek Payam,Malek PHCU,BWttVpja11W,Malek PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil West County,Ayat East Payam,Malek PHCU,oCcqGhe1uhr,Malek PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil South County,Nyocawany I Payam,Malekalel PHCU,o42Yk9Mqafs,Malekalel PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Lakes State,Rumbek East County,Malenagok Payam,Malengok PHCU,NzreLQBJ5na,Malengok PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Warrap State,Gogrial East County,Toch East Payam,Maliai PHCU,vLKAH1Ih4TS,Maliai PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Unity State,Mayendit County,Maal Payam,Malkuer PHCU,hP8KHAbYtcd,Malkuer PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Fashoda County,Dethok Payam,Mallo PHCU,FzeAAoYRWHB,Mallo PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Lakes State,Cueibet County,Malou Pec Payam,Malou Pec PHCC,W4e6ppZy8yB,Malou Pec PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Lakes State,Rumbek East County,Mathiang-kok Payam,Malou PHCU,r8K8RaVF0ER,Malou PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Bor South County,Bor Payam,Malou PHCU,zLWdh1E4LWZ,Malou PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Twic County,Wunrok Payam,Malou-Hol PHCU,DlCtTmwSpN1,Malou-Hol PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Longochuk County,Guelguk Payam,Malow PHCU,CZAyYwELCnr,Malow PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Unity State,Panyijar County,Mayom Payam (Mayom),Maluak PHCU,fwqoTFgKWn0,Maluak PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Abyei Administrative Area,Abyei County,Alal Payam,Malual Aleiu PHCU,hfYFXsMR4uq,Malual Aleiu PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Malual Bai Payam,Malual Baai PHCC,Nwd0jU6D2ms,Malual Baai PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Lakes State,Rumbek Centre County,Rumbek Town Payam,Malual Bab PHCC,IgU40jS7nRT,Malual Bab PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil North County,Malual East Payam,Malual Deng Aruom PHCU,qcMY5ZfIceL,Malual Deng Aruom PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj South County,Tonj Payam,Malual Muok PHCU,BaXMf7nWDQW,Malual Muok PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Longochuk County,Malual Payam,Malual PHCU,RT9tqJ2NIuG,Malual PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Wunlang Payam,Malual-Kuel PHCU,UnIr5l5O2Pj,Malual-Kuel PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Baach Payam,Malualkon PHCC,jdDuGLYGhYh,Malualkon PHCC,   County Hospital,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Malual Bai Payam,Malualkon PHCC,TbClmTBnsH5,Malualkon PHCC,   PHCC,Orange,#REF!,#REF!
South Sudan,Lakes State,Rumbek North County,Malueeth Payam,Malueth PHCU,PXvritJTEIh,Malueth PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Gogrial West County,Gogrial Payam,Maluil Ajak PHCU,VqC22aauvfj,Maluil Ajak PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Marial Bai Payam,Maluil PHCU,rp9Dlm11YYM,Maluil PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Unity State,Panyijar County,Kol Payam,Maluok PHCU,mfP9gyQqCTT,Maluok PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Mambe Payam,Mambe 1 PHCU,oieR51dsAKA,Mambe 1 PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Lakes State,Rumbek East County,Aduel Payam,Manai PHCU,Q5Q2j2jHeuF,Manai PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Ruweng Administrative Area,Abiemnhom County,Abiemnom Payam,Manajoga PHCU,B28DxdG6Wuc,Manajoga PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Luakpiny/Nasir County,Kuerenge-ke Payam,Mandeng PHCU,Gmfp0R1IMnC,Mandeng PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Fangak County,Manajang Payam,Mandeng PHCU,rnYfOcBgf40,Mandeng PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Mangala North Payam,Mangalla PHCC,fnBDtQbzVIm,Mangalla PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Ikotos County,Lomohidang North Payam,Mangalla PHCU,RRY3w9Hnf3G,Mangalla PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Lakes State,Yirol West County,Anuol Payam,Mangang PHCU,e9qMrxhD3cQ,Mangang PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Mangar Tong Payam,Mangar Tong PHCU,kQWe91yMjsl,Mangar Tong PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Raga County,Uyujuku Payam,Mangayat PHCU,bnOu74tWf33,Mangayat PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Yambio County,Yambio Town Payam,Mangbondo PHCU,At1ahSmCPD5,Mangbondo PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Tambura County,Tambura Payam,Mangburu PHCU,CVKE369Zu9r,Mangburu PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Mangok Payam,Mangok PHCU,AO36UJ84Ci6,Mangok PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ibba County,Manikakara Payam,Manikakare PHCU,J1EZUlxkVAq,Manikakare PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Jonglei State,Ayod County,Pagil Payam,Manime PHCC,uZtTPKVVk3I,Manime PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Unity State,Mayom County,Mankien Payam,Mankien PHCC,OgsyhAsGdI4,Mankien PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Nzara County,Nzara Centre Payam,Manvugo PHCU,DaHwAd7gi6z,Manvugo PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil North County,Malual West Payam (Aweil N),Manyiel Akok PHCU,p5MW3iJywJc,Manyiel Akok PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Wunlang Payam,Manyiel PHCU,Oysr09B5nk7,Manyiel PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Warrap State,Tonj South County,Manyang-ngok Payam,Manyiel-Thonny PHCU,PFwjp6jgmwF,Manyiel-Thonny PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ezo County,Ezo Centre Payam,Manzinzi PHCU,GpU7KZT9ZZP,Manzinzi PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Yambio County,Bangasu Payam,Mapakuka PHCU,r0LMhkpG4wh,Mapakuka PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Kuajiena Payam,Mapel PHCC,SIXPkACzFsl,Mapel PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Lakes State,Rumbek North County,Maper Payam,Maper Centre HOSPITAL,DSPZfs6w9Ag,Maper Centre HOSPITAL,   County Hospital,Orange,#REF!,#REF!
South Sudan,Lakes State,Rumbek North County,Maper Payam,Maper PHCC,wfC2L47lWcO,Maper PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Kuajiena Payam,Maranya PHCU,QelBfCuo9ej,Maranya PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Jonglei State,Bor South County,Anyidi Payam,Mareng PHCU,EAdJBe9ejHT,Mareng PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ezo County,Ezo Centre Payam,Mariagba PHCU,wboQQh20esG,Mariagba PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Marial Bai Payam,Marial Ajieth PHCU,yYUkR5rYUE0,Marial Ajieth PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil West County,Ayat East Payam,Marial Bai DTC PHCC,VeR4dz3cG5v,Marial Bai DTC PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Marial Bai Payam,Marial Bai PHCC,iFnWicpMxZI,Marial Bai PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj North County,Marial Lou Payam,Marial Lou HOSPITAL,jv97UwyWs5z,Marial Lou HOSPITAL,   County Hospital,Orange,#REF!,#REF!
South Sudan,Warrap State,Twic County,Aweeng Payam,Marial Maper PHCC,Rnsx0bpkyOn,Marial Maper PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Maridi Payam,Maridi HOSPITAL,iqt2FuBd2Dv,Maridi HOSPITAL,   County Hospital,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Nagero County,Nagero Payam,Maringindo PHCU,Af3eW5xFcYR,Maringindo PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ibba County,Madebe Payam,Marko PHCU,bQHfiYeA86z,Marko PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil North County,Malual Centre Payam,Marol Deng Geng PHCU,Rw8mEof12rh,Marol Deng Geng PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil West County,Achana Payam,Marol Madhan PHCU,Ahe6YOB3Mc3,Marol Madhan PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Central Equatoria State,Yei County,Yei Town Payam,Martha PHCC,P9vWsjAlZD9,Martha PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ibba County,Maruko Payam,Maruko PHCU,dOhQINlUc5a,Maruko PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Marial Bai Payam,Mary Help HOSPITAL,EgMUfMDm7Yg,Mary Help HOSPITAL,   County Hospital,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Tambura County,Tambura Payam,Matakurungu PHCU,pQMHUp8Pa8U,Matakurungu PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Lakes State,Rumbek Centre County,Matangai Payam,Matangai PHCC,Y6s2kwEy1vd,Matangai PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Tambura County,Tambura Payam,Matato PHCU,IVKPansPaLI,Matato PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Lakes State,Rumbek East County,Mathiang-kok Payam,Mathiang Kok PHCU,EyzEE5Hp7wI,Mathiang Kok PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Upper Nile State,Longochuk County,Longochuk Payam,Mathiang PHCC,Qf70H5Zhugs,Mathiang PHCC,   County Hospital,Green,#REF!,#REF!
South Sudan,Jonglei State,Bor South County,Baidit Payam,Mathiang PHCU,uRa2CIseBt3,Mathiang PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Lakes State,Rumbek Centre County,Matangai Payam,Mathiangdhiei PHCU,wxsg6mv3i1t,Mathiangdhiei PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Gogrial East County,Pathuon West Payam,Matiel PHCU,l8G9kX8vyLt,Matiel PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Maban County,Khor El Amer Payam,Mayak PHCU,NIn2348YFt5,Mayak PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Lakes State,Cueibet County,Duony Payam,Mayath PHCU,IbhJS9sS1pr,Mayath PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Twic County,Wunrok Payam,Mayen Abun PHCC,HE5aAdVFnfs,Mayen Abun PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj East County,Mayen Payam (Tonj E),Mayen Ador PHCU,lb1GmAU1t2z,Mayen Ador PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Gogrial West County,Kuac North Payam,Mayen Gumel PHCC,wa1mLQFs5SL,Mayen Gumel PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Warrap State,Gogrial West County,Akon North Payam,Mayen PHCU,ejDm2lpR0vZ,Mayen PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Lakes State,Rumbek North County,Mayen Payam,Mayen PHCU,jOwA0ncRct3,Mayen PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Lakes State,Cueibet County,Ngap Payam,Mayen Thon PHCU,LtsZMr1lUW7,Mayen Thon PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil North County,Malual East Payam,Mayen Ulem PHCU,VPUbuVICsh2,Mayen Ulem PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Unity State,Mayendit County,Bhor Payam,Mayendit PHCC,v3D2dUNlXuL,Mayendit PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil North County,Malual North Payam,Mayom Adhal PHCU,dSqRcblIiZc,Mayom Adhal PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil West County,Ayat Center Payam,Mayom Akuang Rel PHCC,c7K1fTSfKma,Mayom Akuang Rel PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Warrap State,Gogrial East County,Toch North Payam,Mayom Chol PHCU,V2CHXq3kllK,Mayom Chol PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Unity State,Mayom County,Kuerbone Payam,Mayom County,xrgNEXS5dIk,Mayom PHCC,   County Hospital,Green,#REF!,#REF!
South Sudan,Warrap State,Gogrial West County,Alek North Payam,Mayom PHCU,sx7C5QU6jmH,Mayom PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Gogrial East County,Pathuon East Payam,Mayom-Bioung PHCU,S0fk4srRas9,Mayom-Bioung PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri West County,Mundri Payam,Mbara PHCU,oAxaXUxwq6A,Mbara PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Kuajiena Payam,Mbili PHCU,LJMiptL2keU,Mbili PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Besselia Payam,Mboro PHCU,YNs35IQz3dz,Mboro PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Maridi Payam,Mboroko PHCU,YunIqAuI1XO,Mboroko PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Pibor Administrative Area,Pibor County,Lekuangole Payam,Meiwun PHCU,y44Jtf5gPEV,Meiwun PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Ngamunde Payam,Meke 2 PHCU,f4Vp68vbPVh,Meke 2 PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Upper Nile State,Melut County,Melut Payam,Melut Civil HOSPITAL,i4sZ34vttpt,Melut Civil HOSPITAL,   County Hospital,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Raga County,Ringi Payam,Menamba PHCU,xi0VTQx5s0c,Menamba PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Kajo-Keji County,Lire Payam,Mere PHCU,U8O9tmIaK8S,Mere PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Unity State,Panyijar County,Nyal Payam,Merlsland PHCU,b7PgK1MvYh7,Merlsland PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri East County,Witto Payam,Mideh PHCC,aqCv3UfiMq9,Mideh PHCC,   PHCC,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Terekeka County,Tali Payam,Mijiki PHCU,aRBsz7vvsnn,Mijiki PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri East County,Minga Payam,Minga PHCC,Bw78gorAnUu,Minga PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Lakes State,Awerial County,Puluk Payam,Minkaman PHCC,VszNPo1dWz1,Minkaman PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Yei County,Yei Town Payam,Minyori PHCU,beAmuTA2MrM,Minyori PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri East County,Witto Payam,Miriba PHCU,OGMGp3d1LGZ,Miriba PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Unity State,Koch County,Ngony Payam,Mirmir PHCC,BNEzdDm2s7T,Mirmir PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Jonglei State,Uror County,Pathai Payam,Modit PHCU,ldl0I3pGbaH,Modit PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Mangala South Payam,Mogiri/Jobur PHCC,Tem2pOTBNb1,Mogiri/Jobur PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Jonglei State,Ayod County,Mogok Payam,Mogok PHCC,HG7ikzCRcQD,Mogok PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta East County,Mogos Payam,Mogos PHCC,lfHgzyumCAG,Mogos PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Maridi Payam,Moku PHCU,JeRVoN1a75o,Moku PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Warrap State,Twic County,Ajak-kuac Payam,Molbang PHCU,KqBFza5BZ9c,Molbang PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Renk County,Jalhak Payam,Molbuk PHCU,Jy6Sf84nHn4,Molbuk PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri West County,Kotobi Payam,Karika PHCU,nThUAAaASdT,Karika PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Kajo-Keji County,Nyepo Payam,Mondi PHCU,SauH6hogvLh,Mondi PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Central Equatoria State,Yei County,Otogo Payam,Mongo PHCU,jHQep8gzZU9,Mongo PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Unity State,Panyijar County,Pachaar Payam,Morgok PHCU,zl1kgw9Kpbb,Morgok PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Terekeka County,Nyori Payam,Moridi PHCU,yP9KpB9dTyN,Moridi PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Lakes State,Wulu County,Bargel Payam,Morkuec PHCU,bmC2jUSRig5,Morkuec PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Morobo County,Gulumbi Payam,Morobo Hospital,x0ADkqM4qJj,Morobo Hospital,   County Hospital,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Morobo County,Gulumbi Payam,Morobo PHCC,uzjysTMLSxl,Morobo PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ezo County,Bagidi Payam,Moso PHCU,sQBcJrZVUsg,Moso PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta North County,Mosingo Payam,Mossingo PHCU,KOxnStgd7mw,Mossingo PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Twic County,Turalei Payam,Mother Theresa General HOSPITAL,RDg3Ze9T5UI,Mother Theresa General HOSPITAL,   County Hospital,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri East County,Kediba Payam,Movo PHCU,ogn6q0E0Fkl,Movo PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Maridi Payam,Mudubai PHCU,AzSGZcPoLMs,Mudubai PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Yambio County,Bangasu Payam,Kasia PHCU,zHR1Qrkvnt0,Kasia PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Central Equatoria State,Yei County,Mugwo Payam,Mugwo PHCC,PbuzPPMcsje,Mugwo PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Wau North Payam,Muktah PHCC,YBFjtVr7chL,Muktah PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Terekeka County,Tindilo Payam,Mundari Bura PHCC,aHQSAzPxglo,Mundari Bura PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri West County,Mundri Payam,Mundri PHCC,ayldrHBcCRW,Mundri PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Terekeka County,Muni Payam,Muni PHCC,NSjrBgTIWMt,Muni PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Munuki Payam,Munuki PHCC,v23VAVHSoHJ,Munuki PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Tambura County,Mupoi Payam,Mupoi PHCC,TerFHXdwE9J,Mupoi PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Torit County,Hiyala Payam,Mura Hatiha PHCU,Jgsi6GI3NKG,Mura Hatiha PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mvolo County,Mvolo Payam,Mvolo PHCC,QKJuhmQ3tax,Mvolo PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta North County,Karukomuge Payam,Naakwa PHCC,fUIGMnSDxZz,Naakwa PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ezo County,Naandi Payam,Naandi PHCC,Ky79dh4ChP1,Naandi PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Yambio County,Yambio Town Payam,Naangbimo PHCU,HF07eiZSTwd,Naangbimo PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ibba County,Nabanga Payam,Nabaga PHCC,fjxerd1Ywg7,Nabaga PHCC,   PHCU,RED,#REF!,#REF!
South Sudan,Western Equatoria State,Yambio County,Yambio Town Payam,Nabagu I PHCU,BzNGtwDv9ay,Nabagu I PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Ibba County,Nabanga Payam,Nabanga PHCC,yWI9k6AM5pa,Nabanga PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Tambura County,Tambura Payam,Nabaria PHCU,fuCr8ugl2vA,Nabaria PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Nzara County,Sakure Payam,Nabubu PHCU,zYIaMPio7R5,Nabubu PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta South County,Machi I Payam,Nachilagur PHCU,kY6W0bzF36o,Nachilagur PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta East County,Narus Payam,Nadapal PHCU,L01ySzJuCvR,Nadapal PHCU,   PHCU,Green,#REF!,#REF!
